global_index,zone,zone_index,x,y
0,0,0,127108.367836,128164.276558
1,0,1,126698.762850,127762.034833
2,0,2,126289.157864,127359.793109
3,0,3,125879.552878,126957.551385
4,0,4,125469.947892,126555.309660
5,0,5,124650.737920,126153.067936
6,0,6,125060.342906,126153.067936
7,0,7,124241.132934,125750.826212
8,0,8,124650.737920,125750.826212
9,0,9,124241.132934,125348.584487
10,0,10,124650.737920,125348.584487
11,0,11,123421.922962,124946.342763
12,0,12,123831.527948,124946.342763
13,0,13,124241.132934,124946.342763
14,0,14,123012.317976,124544.101039
15,0,15,123421.922962,124544.101039
16,0,16,123831.527948,124544.101039
17,0,17,122602.712990,124141.859314
18,0,18,123012.317976,124141.859314
19,0,19,123421.922962,124141.859314
20,0,20,122193.108004,123739.617590
21,0,21,122602.712990,123739.617590
22,0,22,123012.317976,123739.617590
23,0,23,121783.503018,123337.375865
24,0,24,122193.108004,123337.375865
25,0,25,122602.712990,123337.375865
26,0,26,121373.898032,122935.134141
27,0,27,121783.503018,122935.134141
28,0,28,122193.108004,122935.134141
29,0,29,120554.688060,122532.892417
30,0,30,120964.293046,122532.892417
31,0,31,121373.898032,122532.892417
32,0,32,121783.503018,122532.892417
33,0,33,122193.108004,122532.892417
34,0,34,120145.083074,122130.650692
35,0,35,120554.688060,122130.650692
36,0,36,120964.293046,122130.650692
37,0,37,121373.898032,122130.650692
38,0,38,121783.503018,122130.650692
39,0,39,119735.478088,121728.408968
40,0,40,120554.688060,121728.408968
41,0,41,120964.293046,121728.408968
42,0,42,121373.898032,121728.408968
43,0,43,121783.503018,121728.408968
44,0,44,122193.108004,121728.408968
45,0,45,123012.317976,121728.408968
46,0,46,119325.873102,121326.167244
47,0,47,119735.478088,121326.167244
48,0,48,120145.083074,121326.167244
49,0,49,120554.688060,121326.167244
50,0,50,120964.293046,121326.167244
51,0,51,121373.898032,121326.167244
52,0,52,121783.503018,121326.167244
53,0,53,122602.712990,121326.167244
54,0,54,123012.317976,121326.167244
55,0,55,123421.922962,121326.167244
56,0,56,123831.527948,121326.167244
57,0,57,124241.132934,121326.167244
58,0,58,124650.737920,121326.167244
59,0,59,118916.268116,120923.925519
60,0,60,119325.873102,120923.925519
61,0,61,119735.478088,120923.925519
62,0,62,120145.083074,120923.925519
63,0,63,120554.688060,120923.925519
64,0,64,120964.293046,120923.925519
65,0,65,121373.898032,120923.925519
66,0,66,122193.108004,120923.925519
67,0,67,122602.712990,120923.925519
68,0,68,123012.317976,120923.925519
69,0,69,123831.527948,120923.925519
70,0,70,124241.132934,120923.925519
71,0,71,124650.737920,120923.925519
72,0,72,126289.157864,120923.925519
73,0,73,118506.663130,120521.683795
74,0,74,118916.268116,120521.683795
75,0,75,119325.873102,120521.683795
76,0,76,119735.478088,120521.683795
77,0,77,120145.083074,120521.683795
78,0,78,120554.688060,120521.683795
79,0,79,120964.293046,120521.683795
80,0,80,121783.503018,120521.683795
81,0,81,122193.108004,120521.683795
82,0,82,122602.712990,120521.683795
83,0,83,123012.317976,120521.683795
84,0,84,123421.922962,120521.683795
85,0,85,123831.527948,120521.683795
86,0,86,124241.132934,120521.683795
87,0,87,125469.947892,120521.683795
88,0,88,125879.552878,120521.683795
89,0,89,126289.157864,120521.683795
90,0,90,126698.762850,120521.683795
91,0,91,127108.367836,120521.683795
92,0,92,127517.972822,120521.683795
93,0,93,118097.058144,120119.442071
94,0,94,118506.663130,120119.442071
95,0,95,118916.268116,120119.442071
96,0,96,119325.873102,120119.442071
97,0,97,119735.478088,120119.442071
98,0,98,120145.083074,120119.442071
99,0,99,121373.898032,120119.442071
100,0,100,121783.503018,120119.442071
101,0,101,122193.108004,120119.442071
102,0,102,123012.317976,120119.442071
103,0,103,123421.922962,120119.442071
104,0,104,124650.737920,120119.442071
105,0,105,125879.552878,120119.442071
106,0,106,126289.157864,120119.442071
107,0,107,126698.762850,120119.442071
108,0,108,127108.367836,120119.442071
109,0,109,127517.972822,120119.442071
110,0,110,127927.577809,120119.442071
111,0,111,129156.392767,120119.442071
112,0,112,117687.453157,119717.200346
113,0,113,118097.058144,119717.200346
114,0,114,118506.663130,119717.200346
115,0,115,118916.268116,119717.200346
116,0,116,119325.873102,119717.200346
117,0,117,119735.478088,119717.200346
118,0,118,120554.688060,119717.200346
119,0,119,120964.293046,119717.200346
120,0,120,121373.898032,119717.200346
121,0,121,121783.503018,119717.200346
122,0,122,122193.108004,119717.200346
123,0,123,122602.712990,119717.200346
124,0,124,123831.527948,119717.200346
125,0,125,124241.132934,119717.200346
126,0,126,124650.737920,119717.200346
127,0,127,125060.342906,119717.200346
128,0,128,126698.762850,119717.200346
129,0,129,127108.367836,119717.200346
130,0,130,127517.972822,119717.200346
131,0,131,127927.577809,119717.200346
132,0,132,129565.997753,119717.200346
133,0,133,129975.602739,119717.200346
134,0,134,130385.207725,119717.200346
135,0,135,116868.243185,119314.958622
136,0,136,117277.848171,119314.958622
137,0,137,117687.453157,119314.958622
138,0,138,118097.058144,119314.958622
139,0,139,118506.663130,119314.958622
140,0,140,118916.268116,119314.958622
141,0,141,119325.873102,119314.958622
142,0,142,120145.083074,119314.958622
143,0,143,120554.688060,119314.958622
144,0,144,120964.293046,119314.958622
145,0,145,121373.898032,119314.958622
146,0,146,121783.503018,119314.958622
147,0,147,123012.317976,119314.958622
148,0,148,123421.922962,119314.958622
149,0,149,123831.527948,119314.958622
150,0,150,124241.132934,119314.958622
151,0,151,124650.737920,119314.958622
152,0,152,125060.342906,119314.958622
153,0,153,125469.947892,119314.958622
154,0,154,125879.552878,119314.958622
155,0,155,127108.367836,119314.958622
156,0,156,127517.972822,119314.958622
157,0,157,127927.577809,119314.958622
158,0,158,129975.602739,119314.958622
159,0,159,130385.207725,119314.958622
160,0,160,130794.812711,119314.958622
161,0,161,131204.417697,119314.958622
162,0,162,131614.022683,119314.958622
163,0,163,132023.627669,119314.958622
164,0,164,116458.638199,118912.716898
165,0,165,116868.243185,118912.716898
166,0,166,117277.848171,118912.716898
167,0,167,117687.453157,118912.716898
168,0,168,118097.058144,118912.716898
169,0,169,118506.663130,118912.716898
170,0,170,118916.268116,118912.716898
171,0,171,119735.478088,118912.716898
172,0,172,120145.083074,118912.716898
173,0,173,120554.688060,118912.716898
174,0,174,120964.293046,118912.716898
175,0,175,121373.898032,118912.716898
176,0,176,121783.503018,118912.716898
177,0,177,122193.108004,118912.716898
178,0,178,122602.712990,118912.716898
179,0,179,123012.317976,118912.716898
180,0,180,123421.922962,118912.716898
181,0,181,123831.527948,118912.716898
182,0,182,124241.132934,118912.716898
183,0,183,124650.737920,118912.716898
184,0,184,125060.342906,118912.716898
185,0,185,125469.947892,118912.716898
186,0,186,125879.552878,118912.716898
187,0,187,126289.157864,118912.716898
188,0,188,126698.762850,118912.716898
189,0,189,127927.577809,118912.716898
190,0,190,128337.182795,118912.716898
191,0,191,128746.787781,118912.716898
192,0,192,129156.392767,118912.716898
193,0,193,129565.997753,118912.716898
194,0,194,129975.602739,118912.716898
195,0,195,131204.417697,118912.716898
196,0,196,131614.022683,118912.716898
197,0,197,132023.627669,118912.716898
198,0,198,132433.232655,118912.716898
199,0,199,132842.837641,118912.716898
200,0,200,133252.442627,118912.716898
201,0,201,133662.047613,118912.716898
202,0,202,116049.033213,118510.475173
203,0,203,116458.638199,118510.475173
204,0,204,116868.243185,118510.475173
205,0,205,117277.848171,118510.475173
206,0,206,117687.453157,118510.475173
207,0,207,118097.058144,118510.475173
208,0,208,118506.663130,118510.475173
209,0,209,119325.873102,118510.475173
210,0,210,119735.478088,118510.475173
211,0,211,120145.083074,118510.475173
212,0,212,120554.688060,118510.475173
213,0,213,120964.293046,118510.475173
214,0,214,121373.898032,118510.475173
215,0,215,121783.503018,118510.475173
216,0,216,122193.108004,118510.475173
217,0,217,122602.712990,118510.475173
218,0,218,123012.317976,118510.475173
219,0,219,123421.922962,118510.475173
220,0,220,123831.527948,118510.475173
221,0,221,124241.132934,118510.475173
222,0,222,124650.737920,118510.475173
223,0,223,125060.342906,118510.475173
224,0,224,125469.947892,118510.475173
225,0,225,125879.552878,118510.475173
226,0,226,126289.157864,118510.475173
227,0,227,126698.762850,118510.475173
228,0,228,127108.367836,118510.475173
229,0,229,128337.182795,118510.475173
230,0,230,128746.787781,118510.475173
231,0,231,129156.392767,118510.475173
232,0,232,129565.997753,118510.475173
233,0,233,129975.602739,118510.475173
234,0,234,131204.417697,118510.475173
235,0,235,131614.022683,118510.475173
236,0,236,132023.627669,118510.475173
237,0,237,132433.232655,118510.475173
238,0,238,132842.837641,118510.475173
239,0,239,133252.442627,118510.475173
240,0,240,133662.047613,118510.475173
241,0,241,134071.652599,118510.475173
242,0,242,134481.257585,118510.475173
243,0,243,134890.862571,118510.475173
244,0,244,115639.428227,118108.233449
245,0,245,116049.033213,118108.233449
246,0,246,116458.638199,118108.233449
247,0,247,116868.243185,118108.233449
248,0,248,117277.848171,118108.233449
249,0,249,117687.453157,118108.233449
250,0,250,118097.058144,118108.233449
251,0,251,118916.268116,118108.233449
252,0,252,119325.873102,118108.233449
253,0,253,120145.083074,118108.233449
254,0,254,120554.688060,118108.233449
255,0,255,120964.293046,118108.233449
256,0,256,121373.898032,118108.233449
257,0,257,121783.503018,118108.233449
258,0,258,122193.108004,118108.233449
259,0,259,122602.712990,118108.233449
260,0,260,123012.317976,118108.233449
261,0,261,123421.922962,118108.233449
262,0,262,123831.527948,118108.233449
263,0,263,124241.132934,118108.233449
264,0,264,124650.737920,118108.233449
265,0,265,125060.342906,118108.233449
266,0,266,125469.947892,118108.233449
267,0,267,125879.552878,118108.233449
268,0,268,126289.157864,118108.233449
269,0,269,126698.762850,118108.233449
270,0,270,127108.367836,118108.233449
271,0,271,127517.972822,118108.233449
272,0,272,127927.577809,118108.233449
273,0,273,128337.182795,118108.233449
274,0,274,128746.787781,118108.233449
275,0,275,129156.392767,118108.233449
276,0,276,129565.997753,118108.233449
277,0,277,130794.812711,118108.233449
278,0,278,131204.417697,118108.233449
279,0,279,131614.022683,118108.233449
280,0,280,132023.627669,118108.233449
281,0,281,132433.232655,118108.233449
282,0,282,132842.837641,118108.233449
283,0,283,133252.442627,118108.233449
284,0,284,133662.047613,118108.233449
285,0,285,134481.257585,118108.233449
286,0,286,135300.467557,118108.233449
287,0,287,135710.072543,118108.233449
288,0,288,136119.677529,118108.233449
289,0,289,136529.282515,118108.233449
290,0,290,115229.823241,117705.991725
291,0,291,115639.428227,117705.991725
292,0,292,116049.033213,117705.991725
293,0,293,116458.638199,117705.991725
294,0,294,116868.243185,117705.991725
295,0,295,117277.848171,117705.991725
296,0,296,117687.453157,117705.991725
297,0,297,118097.058144,117705.991725
298,0,298,118506.663130,117705.991725
299,0,299,118916.268116,117705.991725
300,0,300,119325.873102,117705.991725
301,0,301,119735.478088,117705.991725
302,0,302,120145.083074,117705.991725
303,0,303,120554.688060,117705.991725
304,0,304,120964.293046,117705.991725
305,0,305,121373.898032,117705.991725
306,0,306,121783.503018,117705.991725
307,0,307,122193.108004,117705.991725
308,0,308,122602.712990,117705.991725
309,0,309,123012.317976,117705.991725
310,0,310,123421.922962,117705.991725
311,0,311,123831.527948,117705.991725
312,0,312,124241.132934,117705.991725
313,0,313,124650.737920,117705.991725
314,0,314,125060.342906,117705.991725
315,0,315,125469.947892,117705.991725
316,0,316,125879.552878,117705.991725
317,0,317,126289.157864,117705.991725
318,0,318,126698.762850,117705.991725
319,0,319,127108.367836,117705.991725
320,0,320,127517.972822,117705.991725
321,0,321,127927.577809,117705.991725
322,0,322,128337.182795,117705.991725
323,0,323,128746.787781,117705.991725
324,0,324,129156.392767,117705.991725
325,0,325,129565.997753,117705.991725
326,0,326,129975.602739,117705.991725
327,0,327,130385.207725,117705.991725
328,0,328,130794.812711,117705.991725
329,0,329,131204.417697,117705.991725
330,0,330,131614.022683,117705.991725
331,0,331,132023.627669,117705.991725
332,0,332,132433.232655,117705.991725
333,0,333,132842.837641,117705.991725
334,0,334,133252.442627,117705.991725
335,0,335,133662.047613,117705.991725
336,0,336,134071.652599,117705.991725
337,0,337,134481.257585,117705.991725
338,0,338,134890.862571,117705.991725
339,0,339,135300.467557,117705.991725
340,0,340,135710.072543,117705.991725
341,0,341,136119.677529,117705.991725
342,0,342,136529.282515,117705.991725
343,0,343,137348.492487,117705.991725
344,0,344,137758.097474,117705.991725
345,0,345,138167.702460,117705.991725
346,0,346,114820.218255,117303.750000
347,0,347,115229.823241,117303.750000
348,0,348,115639.428227,117303.750000
349,0,349,116049.033213,117303.750000
350,0,350,116458.638199,117303.750000
351,0,351,116868.243185,117303.750000
352,0,352,117277.848171,117303.750000
353,0,353,117687.453157,117303.750000
354,0,354,118097.058144,117303.750000
355,0,355,118506.663130,117303.750000
356,0,356,118916.268116,117303.750000
357,0,357,119325.873102,117303.750000
358,0,358,119735.478088,117303.750000
359,0,359,120145.083074,117303.750000
360,0,360,120554.688060,117303.750000
361,0,361,120964.293046,117303.750000
362,0,362,121373.898032,117303.750000
363,0,363,121783.503018,117303.750000
364,0,364,122193.108004,117303.750000
365,0,365,122602.712990,117303.750000
366,0,366,123012.317976,117303.750000
367,0,367,123421.922962,117303.750000
368,0,368,123831.527948,117303.750000
369,0,369,124241.132934,117303.750000
370,0,370,124650.737920,117303.750000
371,0,371,125060.342906,117303.750000
372,0,372,125469.947892,117303.750000
373,0,373,125879.552878,117303.750000
374,0,374,126289.157864,117303.750000
375,0,375,126698.762850,117303.750000
376,0,376,127108.367836,117303.750000
377,0,377,127517.972822,117303.750000
378,0,378,127927.577809,117303.750000
379,0,379,128337.182795,117303.750000
380,0,380,128746.787781,117303.750000
381,0,381,129156.392767,117303.750000
382,0,382,129565.997753,117303.750000
383,0,383,129975.602739,117303.750000
384,0,384,130385.207725,117303.750000
385,0,385,130794.812711,117303.750000
386,0,386,131204.417697,117303.750000
387,0,387,131614.022683,117303.750000
388,0,388,132023.627669,117303.750000
389,0,389,132433.232655,117303.750000
390,0,390,132842.837641,117303.750000
391,0,391,133252.442627,117303.750000
392,0,392,133662.047613,117303.750000
393,0,393,134071.652599,117303.750000
394,0,394,134481.257585,117303.750000
395,0,395,134890.862571,117303.750000
396,0,396,135300.467557,117303.750000
397,0,397,136119.677529,117303.750000
398,0,398,136529.282515,117303.750000
399,0,399,136938.887501,117303.750000
400,0,400,137348.492487,117303.750000
401,0,401,137758.097474,117303.750000
402,0,402,138167.702460,117303.750000
403,0,403,138577.307446,117303.750000
404,0,404,138986.912432,117303.750000
405,0,405,114410.613269,116901.508276
406,0,406,114820.218255,116901.508276
407,0,407,115229.823241,116901.508276
408,0,408,115639.428227,116901.508276
409,0,409,116049.033213,116901.508276
410,0,410,116458.638199,116901.508276
411,0,411,116868.243185,116901.508276
412,0,412,117277.848171,116901.508276
413,0,413,117687.453157,116901.508276
414,0,414,118097.058144,116901.508276
415,0,415,118506.663130,116901.508276
416,0,416,118916.268116,116901.508276
417,0,417,119325.873102,116901.508276
418,0,418,119735.478088,116901.508276
419,0,419,120145.083074,116901.508276
420,0,420,120554.688060,116901.508276
421,0,421,120964.293046,116901.508276
422,0,422,121373.898032,116901.508276
423,0,423,121783.503018,116901.508276
424,0,424,122193.108004,116901.508276
425,0,425,122602.712990,116901.508276
426,0,426,123012.317976,116901.508276
427,0,427,123421.922962,116901.508276
428,0,428,123831.527948,116901.508276
429,0,429,124241.132934,116901.508276
430,0,430,124650.737920,116901.508276
431,0,431,125060.342906,116901.508276
432,0,432,125469.947892,116901.508276
433,0,433,125879.552878,116901.508276
434,0,434,126289.157864,116901.508276
435,0,435,126698.762850,116901.508276
436,0,436,127108.367836,116901.508276
437,0,437,127517.972822,116901.508276
438,0,438,127927.577809,116901.508276
439,0,439,128337.182795,116901.508276
440,0,440,128746.787781,116901.508276
441,0,441,129156.392767,116901.508276
442,0,442,129565.997753,116901.508276
443,0,443,129975.602739,116901.508276
444,0,444,130385.207725,116901.508276
445,0,445,130794.812711,116901.508276
446,0,446,131204.417697,116901.508276
447,0,447,131614.022683,116901.508276
448,0,448,132023.627669,116901.508276
449,0,449,132433.232655,116901.508276
450,0,450,132842.837641,116901.508276
451,0,451,133252.442627,116901.508276
452,0,452,133662.047613,116901.508276
453,0,453,134071.652599,116901.508276
454,0,454,134481.257585,116901.508276
455,0,455,134890.862571,116901.508276
456,0,456,114001.008283,116499.266552
457,0,457,114410.613269,116499.266552
458,0,458,114820.218255,116499.266552
459,0,459,115229.823241,116499.266552
460,0,460,115639.428227,116499.266552
461,0,461,116049.033213,116499.266552
462,0,462,116458.638199,116499.266552
463,0,463,116868.243185,116499.266552
464,0,464,117277.848171,116499.266552
465,0,465,117687.453157,116499.266552
466,0,466,118097.058144,116499.266552
467,0,467,118506.663130,116499.266552
468,0,468,118916.268116,116499.266552
469,0,469,119325.873102,116499.266552
470,0,470,119735.478088,116499.266552
471,0,471,120145.083074,116499.266552
472,0,472,120554.688060,116499.266552
473,0,473,120964.293046,116499.266552
474,0,474,121373.898032,116499.266552
475,0,475,121783.503018,116499.266552
476,0,476,122193.108004,116499.266552
477,0,477,122602.712990,116499.266552
