global_index,zone,zone_index,x,y
0,0,0,126859.990345,128081.765435
1,0,1,126662.450352,127885.801518
2,0,2,126859.990345,127885.801518
3,0,3,126464.910358,127689.837601
4,0,4,126662.450352,127689.837601
5,0,5,126267.370365,127493.873684
6,0,6,126464.910358,127493.873684
7,0,7,126069.830372,127297.909767
8,0,8,126267.370365,127297.909767
9,0,9,125872.290379,127101.945850
10,0,10,126069.830372,127101.945850
11,0,11,125674.750385,126905.981933
12,0,12,125872.290379,126905.981933
13,0,13,125477.210392,126710.018016
14,0,14,125674.750385,126710.018016
15,0,15,125082.130405,126514.054099
16,0,16,125279.670399,126514.054099
17,0,17,125477.210392,126514.054099
18,0,18,125674.750385,126514.054099
19,0,19,124884.590412,126318.090182
20,0,20,125082.130405,126318.090182
21,0,21,125279.670399,126318.090182
22,0,22,125477.210392,126318.090182
23,0,23,124687.050419,126122.126265
24,0,24,124884.590412,126122.126265
25,0,25,125082.130405,126122.126265
26,0,26,125279.670399,126122.126265
27,0,27,124489.510426,125926.162348
28,0,28,124687.050419,125926.162348
29,0,29,124884.590412,125926.162348
30,0,30,125082.130405,125926.162348
31,0,31,124291.970432,125730.198431
32,0,32,124489.510426,125730.198431
33,0,33,124687.050419,125730.198431
34,0,34,124884.590412,125730.198431
35,0,35,124094.430439,125534.234514
36,0,36,124291.970432,125534.234514
37,0,37,124489.510426,125534.234514
38,0,38,124687.050419,125534.234514
39,0,39,123896.890446,125338.270597
40,0,40,124094.430439,125338.270597
41,0,41,124291.970432,125338.270597
42,0,42,124489.510426,125338.270597
43,0,43,123501.810459,125142.306680
44,0,44,123699.350453,125142.306680
45,0,45,123896.890446,125142.306680
46,0,46,124094.430439,125142.306680
47,0,47,124291.970432,125142.306680
48,0,48,123304.270466,124946.342763
49,0,49,123501.810459,124946.342763
50,0,50,123699.350453,124946.342763
51,0,51,123896.890446,124946.342763
52,0,52,124094.430439,124946.342763
53,0,53,124291.970432,124946.342763
54,0,54,123106.730473,124750.378846
55,0,55,123304.270466,124750.378846
