global_index,zone,zone_index,x,y
0,0,0,127415.571576,128574.968738
1,0,1,127286.621858,128446.521801
2,0,2,127157.672140,128318.074864
3,0,3,127028.722422,128189.627927
4,0,4,126899.772705,128061.180990
5,0,5,126770.822987,127932.734052
6,0,6,126899.772705,127932.734052
7,0,7,126641.873269,127804.287115
8,0,8,126770.822987,127804.287115
9,0,9,126512.923551,127675.840178
10,0,10,126641.873269,127675.840178
11,0,11,126383.973833,127547.393241
12,0,12,126512.923551,127547.393241
13,0,13,126126.074398,127418.946304
14,0,14,126255.024116,127418.946304
15,0,15,126383.973833,127418.946304
16,0,16,125997.124680,127290.499366
17,0,17,126126.074398,127290.499366
18,0,18,126255.024116,127290.499366
19,0,19,125868.174962,127162.052429
20,0,20,125997.124680,127162.052429
21,0,21,126126.074398,127162.052429
22,0,22,125739.225244,127033.605492
23,0,23,125868.174962,127033.605492
24,0,24,125997.124680,127033.605492
25,0,25,126126.074398,127033.605492
26,0,26,125610.275526,126905.158555
27,0,27,125739.225244,126905.158555
28,0,28,125868.174962,126905.158555
29,0,29,125997.124680,126905.158555
30,0,30,125481.325809,126776.711618
31,0,31,125610.275526,126776.711618
32,0,32,125739.225244,126776.711618
33,0,33,125868.174962,126776.711618
34,0,34,125223.426373,126648.264681
35,0,35,125352.376091,126648.264681
36,0,36,125481.325809,126648.264681
37,0,37,125610.275526,126648.264681
38,0,38,125739.225244,126648.264681
39,0,39,125094.476655,126519.817743
40,0,40,125223.426373,126519.817743
41,0,41,125352.376091,126519.817743
42,0,42,125481.325809,126519.817743
43,0,43,125610.275526,126519.817743
44,0,44,124965.526937,126391.370806
45,0,45,125094.476655,126391.370806
46,0,46,125223.426373,126391.370806
47,0,47,125352.376091,126391.370806
48,0,48,125481.325809,126391.370806
49,0,49,124836.577219,126262.923869
50,0,50,124965.526937,126262.923869
51,0,51,125094.476655,126262.923869
52,0,52,125223.426373,126262.923869
53,0,53,125352.376091,126262.923869
54,0,54,124707.627502,126134.476932
55,0,55,124836.577219,126134.476932
56,0,56,124965.526937,126134.476932
57,0,57,125094.476655,126134.476932
58,0,58,125223.426373,126134.476932
59,0,59,124578.677784,126006.029995
60,0,60,124707.627502,126006.029995
61,0,61,124836.577219,126006.029995
62,0,62,124965.526937,126006.029995
63,0,63,125094.476655,126006.029995
64,0,64,125223.426373,126006.029995
65,0,65,124449.728066,125877.583057
66,0,66,124578.677784,125877.583057
67,0,67,124707.627502,125877.583057
68,0,68,124836.577219,125877.583057
69,0,69,124965.526937,125877.583057
70,0,70,125094.476655,125877.583057
71,0,71,124191.828630,125749.136120
72,0,72,124320.778348,125749.136120
73,0,73,124449.728066,125749.136120
74,0,74,124578.677784,125749.136120
75,0,75,124707.627502,125749.136120
76,0,76,124836.577219,125749.136120
77,0,77,124965.526937,125749.136120
78,0,78,124062.878912,125620.689183
79,0,79,124191.828630,125620.689183
80,0,80,124320.778348,125620.689183
81,0,81,124449.728066,125620.689183
82,0,82,124578.677784,125620.689183
83,0,83,124707.627502,125620.689183
84,0,84,124836.577219,125620.689183
85,0,85,123933.929195,125492.242246
86,0,86,124062.878912,125492.242246
87,0,87,124191.828630,125492.242246
88,0,88,124320.778348,125492.242246
89,0,89,124449.728066,125492.242246
90,0,90,124578.677784,125492.242246
91,0,91,124707.627502,125492.242246
92,0,92,123804.979477,125363.795309
93,0,93,123933.929195,125363.795309
94,0,94,124062.878912,125363.795309
95,0,95,124191.828630,125363.795309
96,0,96,124320.778348,125363.795309
97,0,97,124449.728066,125363.795309
98,0,98,124578.677784,125363.795309
99,0,99,123676.029759,125235.348372
100,0,100,123804.979477,125235.348372
101,0,101,123933.929195,125235.348372
102,0,102,124062.878912,125235.348372
103,0,103,124191.828630,125235.348372
104,0,104,124320.778348,125235.348372
105,0,105,124449.728066,125235.348372
106,0,106,123547.080041,125106.901434
107,0,107,123676.029759,125106.901434
108,0,108,123804.979477,125106.901434
109,0,109,123933.929195,125106.901434
110,0,110,124062.878912,125106.901434
111,0,111,124191.828630,125106.901434
112,0,112,124320.778348,125106.901434
113,0,113,124449.728066,125106.901434
114,0,114,123418.130323,124978.454497
115,0,115,123547.080041,124978.454497
116,0,116,123676.029759,124978.454497
117,0,117,123804.979477,124978.454497
118,0,118,123933.929195,124978.454497
119,0,119,124062.878912,124978.454497
120,0,120,124191.828630,124978.454497
121,0,121,124320.778348,124978.454497
122,0,122,123160.230888,124850.007560
123,0,123,123289.180605,124850.007560
124,0,124,123418.130323,124850.007560
125,0,125,123547.080041,124850.007560
126,0,126,123676.029759,124850.007560
127,0,127,123804.979477,124850.007560
128,0,128,123933.929195,124850.007560
129,0,129,124062.878912,124850.007560
130,0,130,124191.828630,124850.007560
131,0,131,123031.281170,124721.560623
132,0,132,123160.230888,124721.560623
133,0,133,123289.180605,124721.560623
134,0,134,123418.130323,124721.560623
135,0,135,123547.080041,124721.560623
136,0,136,123676.029759,124721.560623
137,0,137,123804.979477,124721.560623
138,0,138,123933.929195,124721.560623
139,0,139,124062.878912,124721.560623
140,0,140,122902.331452,124593.113686
141,0,141,123031.281170,124593.113686
142,0,142,123160.230888,124593.113686
143,0,143,123289.180605,124593.113686
144,0,144,123418.130323,124593.113686
145,0,145,123547.080041,124593.113686
146,0,146,123676.029759,124593.113686
147,0,147,123804.979477,124593.113686
148,0,148,123933.929195,124593.113686
149,0,149,122773.381734,124464.666748
150,0,150,122902.331452,124464.666748
151,0,151,123031.281170,124464.666748
152,0,152,123160.230888,124464.666748
153,0,153,123289.180605,124464.666748
154,0,154,123418.130323,124464.666748
155,0,155,123547.080041,124464.666748
156,0,156,123676.029759,124464.666748
157,0,157,123804.979477,124464.666748
158,0,158,122644.432016,124336.219811
159,0,159,122773.381734,124336.219811
160,0,160,122902.331452,124336.219811
161,0,161,123031.281170,124336.219811
162,0,162,123160.230888,124336.219811
163,0,163,123289.180605,124336.219811
164,0,164,123418.130323,124336.219811
165,0,165,123547.080041,124336.219811
166,0,166,123676.029759,124336.219811
167,0,167,122515.482299,124207.772874
168,0,168,122644.432016,124207.772874
169,0,169,122773.381734,124207.772874
170,0,170,122902.331452,124207.772874
171,0,171,123031.281170,124207.772874
172,0,172,123160.230888,124207.772874
173,0,173,123289.180605,124207.772874
174,0,174,123418.130323,124207.772874
175,0,175,123547.080041,124207.772874
176,0,176,123676.029759,124207.772874
177,0,177,122386.532581,124079.325937
178,0,178,122515.482299,124079.325937
179,0,179,122644.432016,124079.325937
180,0,180,122773.381734,124079.325937
181,0,181,122902.331452,124079.325937
182,0,182,123031.281170,124079.325937
183,0,183,123160.230888,124079.325937
184,0,184,123289.180605,124079.325937
185,0,185,123418.130323,124079.325937
186,0,186,123547.080041,124079.325937
187,0,187,122257.582863,123950.879000
188,0,188,122386.532581,123950.879000
189,0,189,122515.482299,123950.879000
190,0,190,122644.432016,123950.879000
191,0,191,122773.381734,123950.879000
