global_index,zone,zone_index,x,y
0,0,0,137269.295101,113004.092015
1,0,1,137429.427317,113004.092015
2,0,2,137589.559534,113004.092015
3,0,3,137749.691750,113004.092015
4,0,4,137909.823967,113004.092015
5,0,5,138069.956183,113004.092015
6,0,6,138230.088399,113004.092015
7,0,7,134867.311855,112844.347536
8,0,8,135027.444071,112844.347536
9,0,9,135187.576287,112844.347536
10,0,10,135347.708504,112844.347536
11,0,11,135507.840720,112844.347536
12,0,12,135667.972937,112844.347536
13,0,13,135828.105153,112844.347536
14,0,14,135988.237370,112844.347536
15,0,15,136148.369586,112844.347536
16,0,16,136308.501802,112844.347536
17,0,17,136468.634019,112844.347536
18,0,18,136628.766235,112844.347536
19,0,19,136788.898452,112844.347536
20,0,20,136949.030668,112844.347536
21,0,21,137109.162884,112844.347536
22,0,22,137269.295101,112844.347536
23,0,23,137429.427317,112844.347536
24,0,24,137589.559534,112844.347536
25,0,25,137749.691750,112844.347536
26,0,26,137909.823967,112844.347536
27,0,27,138069.956183,112844.347536
28,0,28,132465.328608,112684.603057
29,0,29,132625.460825,112684.603057
30,0,30,132785.593041,112684.603057
31,0,31,132945.725258,112684.603057
32,0,32,133105.857474,112684.603057
33,0,33,133265.989690,112684.603057
34,0,34,133426.121907,112684.603057
35,0,35,133586.254123,112684.603057
36,0,36,133746.386340,112684.603057
37,0,37,133906.518556,112684.603057
38,0,38,134066.650773,112684.603057
39,0,39,134226.782989,112684.603057
40,0,40,134386.915205,112684.603057
41,0,41,134547.047422,112684.603057
42,0,42,134707.179638,112684.603057
43,0,43,134867.311855,112684.603057
44,0,44,135027.444071,112684.603057
45,0,45,135187.576287,112684.603057
46,0,46,135347.708504,112684.603057
47,0,47,135507.840720,112684.603057
48,0,48,135667.972937,112684.603057
49,0,49,135828.105153,112684.603057
50,0,50,135988.237370,112684.603057
51,0,51,136148.369586,112684.603057
52,0,52,136308.501802,112684.603057
53,0,53,136468.634019,112684.603057
54,0,54,136628.766235,112684.603057
55,0,55,136788.898452,112684.603057
56,0,56,136949.030668,112684.603057
57,0,57,137109.162884,112684.603057
58,0,58,137269.295101,112684.603057
59,0,59,137429.427317,112684.603057
60,0,60,137589.559534,112684.603057
61,0,61,137749.691750,112684.603057
62,0,62,130063.345362,112524.858579
63,0,63,130223.477579,112524.858579
64,0,64,130383.609795,112524.858579
65,0,65,130543.742011,112524.858579
66,0,66,130703.874228,112524.858579
67,0,67,130864.006444,112524.858579
68,0,68,131024.138661,112524.858579
69,0,69,131184.270877,112524.858579
70,0,70,131344.403093,112524.858579
71,0,71,131504.535310,112524.858579
72,0,72,131664.667526,112524.858579
73,0,73,131824.799743,112524.858579
74,0,74,131984.931959,112524.858579
75,0,75,132145.064176,112524.858579
76,0,76,132305.196392,112524.858579
77,0,77,132465.328608,112524.858579
78,0,78,132625.460825,112524.858579
79,0,79,132785.593041,112524.858579
80,0,80,132945.725258,112524.858579
81,0,81,133105.857474,112524.858579
82,0,82,133265.989690,112524.858579
83,0,83,133426.121907,112524.858579
84,0,84,133586.254123,112524.858579
85,0,85,133746.386340,112524.858579
86,0,86,133906.518556,112524.858579
87,0,87,134066.650773,112524.858579
88,0,88,134226.782989,112524.858579
89,0,89,134386.915205,112524.858579
90,0,90,134547.047422,112524.858579
91,0,91,134707.179638,112524.858579
92,0,92,134867.311855,112524.858579
93,0,93,135027.444071,112524.858579
94,0,94,135187.576287,112524.858579
95,0,95,135347.708504,112524.858579
96,0,96,135507.840720,112524.858579
97,0,97,135667.972937,112524.858579
98,0,98,135828.105153,112524.858579
99,0,99,135988.237370,112524.858579
100,0,100,136148.369586,112524.858579
101,0,101,136308.501802,112524.858579
102,0,102,136468.634019,112524.858579
103,0,103,136628.766235,112524.858579
104,0,104,136788.898452,112524.858579
105,0,105,136949.030668,112524.858579
106,0,106,137109.162884,112524.858579
107,0,107,137269.295101,112524.858579
108,0,108,137429.427317,112524.858579
109,0,109,127661.362116,112365.114100
110,0,110,127821.494332,112365.114100
111,0,111,127981.626549,112365.114100
112,0,112,128141.758765,112365.114100
113,0,113,128301.890982,112365.114100
114,0,114,128462.023198,112365.114100
115,0,115,128622.155414,112365.114100
116,0,116,128782.287631,112365.114100
117,0,117,128942.419847,112365.114100
118,0,118,129102.552064,112365.114100
119,0,119,129262.684280,112365.114100
120,0,120,129422.816496,112365.114100
121,0,121,129582.948713,112365.114100
122,0,122,129743.080929,112365.114100
123,0,123,129903.213146,112365.114100
124,0,124,130063.345362,112365.114100
125,0,125,130223.477579,112365.114100
126,0,126,130383.609795,112365.114100
127,0,127,130543.742011,112365.114100
128,0,128,130703.874228,112365.114100
129,0,129,130864.006444,112365.114100
130,0,130,131024.138661,112365.114100
131,0,131,131184.270877,112365.114100
132,0,132,131344.403093,112365.114100
133,0,133,131504.535310,112365.114100
134,0,134,131664.667526,112365.114100
135,0,135,131824.799743,112365.114100
136,0,136,131984.931959,112365.114100
137,0,137,132145.064176,112365.114100
138,0,138,132305.196392,112365.114100
139,0,139,132465.328608,112365.114100
140,0,140,132625.460825,112365.114100
141,0,141,132785.593041,112365.114100
142,0,142,132945.725258,112365.114100
143,0,143,133105.857474,112365.114100
144,0,144,133265.989690,112365.114100
145,0,145,133426.121907,112365.114100
146,0,146,133586.254123,112365.114100
147,0,147,133746.386340,112365.114100
148,0,148,133906.518556,112365.114100
149,0,149,134066.650773,112365.114100
150,0,150,134226.782989,112365.114100
151,0,151,134386.915205,112365.114100
152,0,152,134547.047422,112365.114100
153,0,153,134707.179638,112365.114100
154,0,154,134867.311855,112365.114100
155,0,155,135027.444071,112365.114100
156,0,156,135187.576287,112365.114100
157,0,157,135347.708504,112365.114100
158,0,158,135507.840720,112365.114100
159,0,159,135667.972937,112365.114100
160,0,160,135828.105153,112365.114100
161,0,161,135988.237370,112365.114100
162,0,162,136148.369586,112365.114100
163,0,163,136308.501802,112365.114100
164,0,164,136468.634019,112365.114100
165,0,165,136628.766235,112365.114100
166,0,166,136788.898452,112365.114100
167,0,167,136949.030668,112365.114100
168,0,168,137109.162884,112365.114100
169,0,169,137269.295101,112365.114100
170,0,170,125259.378870,112205.369621
171,0,171,125419.511086,112205.369621
172,0,172,125579.643302,112205.369621
173,0,173,125739.775519,112205.369621
174,0,174,125899.907735,112205.369621
175,0,175,126060.039952,112205.369621
176,0,176,126540.436601,112205.369621
177,0,177,126700.568817,112205.369621
178,0,178,126860.701034,112205.369621
179,0,179,127020.833250,112205.369621
180,0,180,127180.965467,112205.369621
181,0,181,127341.097683,112205.369621
182,0,182,127501.229899,112205.369621
183,0,183,127661.362116,112205.369621
184,0,184,127821.494332,112205.369621
185,0,185,127981.626549,112205.369621
186,0,186,128141.758765,112205.369621
187,0,187,128301.890982,112205.369621
188,0,188,128462.023198,112205.369621
189,0,189,128622.155414,112205.369621
190,0,190,128782.287631,112205.369621
191,0,191,128942.419847,112205.369621
192,0,192,129102.552064,112205.369621
193,0,193,129262.684280,112205.369621
194,0,194,129422.816496,112205.369621
195,0,195,129582.948713,112205.369621
